,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33
Yaw bearing angle (°),0.013062020490287436,-0.004415906879733643,0.009466713949190455,0.08655182219483366,0.34106931414324243,0.14488910888077206,0.024428906476811344,0.05746221665370143,0.007159678698110727,0.001895468991019313,0.026755922626059317,-0.007290555668592555,-0.005631045750665063,-0.03640394972794152,-0.006257606592993398,-0.007915186828790501,-0.017450492651442356,-0.002132895401472795,-0.006389602100922055,0.021662432517082046,0.002640234568239737,-0.010022216711278863,-0.0010718157877684022,-0.003500728296901854,0.004028549803967551,0.006405430482355291,-0.013044811701563977,-0.004522592544017998,0.017562924522630585,0.0021741662128707704,0.0018989485020768273,-0.01493066499084789,-0.01690712387424806
"Blade angle (pitch position) A, Max (°)",0.03161131361036365,0.21065648436436618,-0.020651978597392658,-0.004676890811150876,0.003975150147370482,-0.060129643691830256,0.052283305437614336,0.17582797434838088,0.008315849860729998,0.04454435722074915,-0.13062165715573612,0.08633868589903092,0.026262545235595115,0.0075709022880817,-0.012148221720590543,0.159663730865645,-0.04363065461922218,-0.0625201221139415,0.04342111264476737,0.14796097378992576,0.03208376064187839,-0.026539626637513677,-0.003107237526655833,-0.01984275817395265,0.016664796732543438,0.02814197945043776,0.0012698510041810368,0.019180059475773812,0.006144687008229825,0.026125831384247886,-0.06799402659345838,0.033816873733064676,0.013539471691402188
"Blade angle (pitch position) A, Min (°)",-0.019093668915631846,0.03576613523704942,-0.029709483697450256,0.035296623736712815,0.008008168250434157,-0.051891137122206346,0.0009515163586411616,-0.051203350434987215,0.49732379944089417,-0.10882417523209076,-0.0010735743700036934,-0.14045248867720708,0.14560162958988598,-0.06637467998251222,0.006911133480865338,0.025888758267087666,-0.015939976653624028,-0.004851662361289791,0.0083960457402588,0.005260452628023139,0.00663469419790969,-0.004123406922172675,-0.0037965833208830364,0.0008538527979245134,0.0006728274774620568,-0.0012736067250985403,0.009455541107515777,0.015621382610787465,-0.03319265243082282,0.030754136927353785,-0.06777159835083665,0.05013730255801693,0.007099572813412962
"Blade angle (pitch position) A, Standard deviation (°)",0.02360430363520052,0.2207883966890719,-0.025222603975856486,-0.00594782076611008,0.002954445727035572,-0.05552991236848057,0.04820954968156729,0.1739927994118678,-0.01625453062218674,0.03554257773418541,-0.11922552875542544,0.09780925381736434,0.0027117575797384933,0.014180372134706045,-0.0049213270805879405,0.1342345346941513,-0.023627251157341055,-0.0351958894954704,0.0229780487327729,0.1180436034589633,0.03236272951773788,-0.04463294770605696,-0.004088198492612835,-0.01972001275553356,0.024569080732598426,0.012734032890245654,0.0036589682100283136,0.02572556564132853,0.00522835598453768,0.020471310860197205,-0.036341766433022095,0.021062965348036828,0.0070284306989235445
"Blade angle (pitch position) B, Max (°)",0.03134831029274437,0.2109637831374542,-0.0208060442388955,-0.004680114703840069,0.003916748649828724,-0.060015635876610934,0.052163920552532855,0.17559261167320916,0.008526219998597985,0.04450692103649456,-0.1303233627426065,0.08632073423238963,0.026056816975617847,0.007617177354099492,-0.012131268716700071,0.159509079051817,-0.04351907848955775,-0.06217495130361988,0.04310924369112379,0.14759742594742734,0.032222933768917265,-0.026761391059199877,-0.0030765216737246416,-0.02000128443510421,0.01682558004449442,0.027981800994465657,0.0012125137818455273,0.019348675140798924,0.005992112160526364,0.02628392681620415,-0.06842495650405589,0.03417232327516611,0.013594925426715983
"Blade angle (pitch position) B, Min (°)",-0.01910206666608006,0.03579015850633278,-0.029735289122185125,0.03529557466955798,0.00802851853638852,-0.051892197586356985,0.0009478414402841118,-0.05119954126935413,0.49735188827501753,-0.10881845045393021,-0.001133841782557526,-0.14047105813883592,0.14555066517835744,-0.06634414076744855,0.0069248978459735405,0.02582886325064436,-0.015965977707020795,-0.0048401844448940235,0.008391426046030796,0.005320212833422561,0.006638549832444487,-0.0040845612834176995,-0.0037916770918800463,0.0008640116922014416,0.000668082146812736,-0.001326722687143067,0.009419546905217123,0.015566285027939011,-0.03324841398536628,0.030660059460893875,-0.06770642147669746,0.04998055322622405,0.00705276202194742
"Blade angle (pitch position) B, Standard deviation (°)",0.023286641013688995,0.22103780726444386,-0.025377102737665684,-0.006003729243614006,0.0028555914559201794,-0.05533295663311407,0.04806231399608271,0.17366164820190813,-0.016644695695989208,0.03557561604659408,-0.11880319137498624,0.09787402897172984,0.002186825956091578,0.014277375690366297,-0.004886028257843362,0.13392565878506843,-0.023438307461798185,-0.03482985091604961,0.022652281475960222,0.1175636821750184,0.032425904452332656,-0.04474011277476682,-0.0040568753324747645,-0.019825529559489824,0.024709379895585647,0.012638130520027453,0.0035660502570406343,0.025813956441055795,0.005055912415457666,0.020431999364510314,-0.036798689651205335,0.021355498688047102,0.007258450730447524
"Blade angle (pitch position) C, Max (°)",0.03137344390458264,0.210865772054981,-0.02080810465783599,-0.004589738226236109,0.003944562959734502,-0.06010516093045037,0.05214666525078509,0.17570307424786027,0.008509975103526283,0.04442529421936193,-0.13046668617259569,0.08650158000717112,0.02611498461119113,0.007591914200656894,-0.012093510372677602,0.15957499140738848,-0.043422496690414966,-0.06206801149479889,0.04309150113475628,0.14778151464771114,0.03235304484376715,-0.026898298052620877,-0.00310026277491152,-0.020001185133084486,0.016953978675826008,0.0279229633479168,0.0013410202238645671,0.019424891130946958,0.0060306948735764365,0.02620486117407948,-0.06797236068295973,0.03410558054293977,0.013655618313874546
"Blade angle (pitch position) C, Min (°)",-0.01911526662711439,0.0357908985749267,-0.02966813522820443,0.03534794097619437,0.008071308412879102,-0.051908072963879025,0.0009375490308817137,-0.05134335335069984,0.49734830202298336,-0.10877230468841594,-0.0011592609370529665,-0.140363575933846,0.14549399567911633,-0.06623355788721356,0.006811420998162204,0.025766194296875614,-0.015899452729082914,-0.004826569079231834,0.008460092354940054,0.005523598552501067,0.006657836972291558,-0.004194672783738959,-0.003795286165510563,0.0008361833554210597,0.0008451815811026386,-0.0013883178463799314,0.009362967622623636,0.015323965696524028,-0.033068563741934585,0.030524664365837256,-0.06746796331424922,0.04984678076249367,0.006983646737699086
"Blade angle (pitch position) C, Standard deviation (°)",0.02339961535121115,0.2208960215508201,-0.02531870884025775,-0.005917640229917549,0.0029085902769578347,-0.055449987244936286,0.04808582851812827,0.17384154314515168,-0.016406035127087507,0.03553590748836651,-0.11909570030602444,0.0979605984307305,0.002435850524430654,0.014163661893722599,-0.004932924426503258,0.13416115186354993,-0.023442204268562614,-0.034935049687298256,0.022754472926309277,0.11786517647697925,0.032558906437977035,-0.044825396485029964,-0.004071969644491329,-0.01982861036371093,0.024839885798655904,0.012549227338703294,0.0037463593185278134,0.02589357914874643,0.005214504582627619,0.020422581416867796,-0.03626193698928138,0.02124595674759143,0.007260703527852772
Gear oil inlet pressure (bar),0.12120150022244101,0.008907764364387113,-0.0350581637064716,0.04039862457124569,-0.0022359072239031066,-0.010798474840176576,-0.010426557924764742,-0.0659726119953168,0.08217491802557132,0.04245141870459292,0.047836006002366795,0.10574862194061366,-0.16532330747456422,0.13041997386030407,-0.08017427554694517,0.03463919063817794,-0.024352864585594335,0.021027177721025442,-0.034216304815884536,-0.0633030094749247,-0.010191235404306158,0.04702313808992923,-0.013811732298136824,0.0030837847018768795,-0.020851062470927113,-0.04877987817062852,0.007284203908117905,0.005330327019349504,-0.03477550056894794,-0.01112596489962993,-0.048961110310925635,0.06296193037469672,0.07646941882710764
Gear oil pump pressure (bar),0.10706542898705194,0.004075362059640667,-0.06596945156708171,0.0424198388269678,-0.012785733663882984,0.013290505868419268,-0.023720726213526007,-0.0814951246351472,0.09094147324612332,0.027235356194266605,0.031219524255531247,0.14456087079557414,-0.19129723104393875,0.16657065161765297,-0.11599871576086099,0.04290389228154019,-0.0370758073571769,0.021421857688248794,-0.021488493751059882,-0.0757237481129516,-0.05469489340966141,0.05099810483797217,-0.012451351483373752,-0.0010447507179894668,-0.05235128468416107,-0.0612513652665751,0.04966570899459553,-0.011441183666195641,-0.0524671691412333,0.0028738074226306205,-0.02078499829666093,0.07151306250919659,0.13159297840460416
Grid frequency (Hz),-0.0014187388993702683,0.0004189005033173842,0.0017835690088361,0.022929354670544255,-0.02479482840880505,0.0033929399371918443,0.010407055386435908,0.02368699165523363,0.003946347841890487,-0.011647516050344786,0.34884107765993777,0.36331724870331866,0.3293992125396521,-0.015076173694029272,-0.007174645258389056,0.020842903134305184,0.013949434579880557,0.013146385440800861,0.01850554431624092,-0.003969941356404598,-0.0004882337656722871,0.011534426343015693,0.002318034474542976,0.006306630157892153,-0.007967134803258308,0.0012161592097720691,-0.0036315193509486535,-0.001073338238990966,0.008231812680237892,0.001739099440760887,0.0037319307335986814,0.007968461966154104,-0.002686208562129918
"Grid frequency, Max (Hz)",0.000446412659806318,0.00480543772485727,0.00637545295544732,0.0053967005321945045,-0.013231133740358055,0.002574841432933632,0.040866158940259585,-0.004315645792731457,-0.0038029519967868906,-0.028692655921006126,0.3112078507402536,0.35416470133043176,0.2976552713828632,-0.027821540532820353,0.006068405775923381,0.011089515614976638,-0.09971955214765803,0.26128896274657537,0.26151863661714064,-0.013221045431280484,0.03797253234355148,0.046199716664869564,-0.0011921473073375037,0.00522912922395544,0.012209004784156277,0.012292807598521513,0.011965985296931367,0.011632282339054681,0.009696117995862338,0.0035580533400629347,-0.0005378280016168843,-0.002432021981883921,-0.02219506857497236
"Grid frequency, Min (Hz)",-0.0032865551919356462,-0.0036634129782794032,-0.001280802278504748,0.03904707462008397,-0.03455770002669973,0.0006855652607562188,-0.017403368633392983,0.049315545053890145,0.009767450148941943,0.005425666943707169,0.34419441558539193,0.3198698588065213,0.3098700123355107,0.006350613404384227,-0.015152538160967387,0.029706735982497314,0.11641720545588775,-0.24441555536043152,-0.21803397769751504,-0.000262808280923163,-0.010573088888283295,-0.019743934568213106,-0.0065571831678502114,-0.0017528883100489676,-0.03294894383476556,-0.01848586224658169,-0.009182969063089935,-0.0016682475172398285,-0.018845497096744674,0.005179254813811068,-0.005903735481659881,-0.01390871348132729,0.03247367820560514
"Grid frequency, Standard deviation (Hz)",0.0017643678617799941,0.015153707542180553,0.018372801261245127,-0.0375897280338748,0.016564811735363682,-0.008685140798889535,0.07168647537630585,-0.05451003856482644,-0.0047617735569260985,-0.014789605788117836,-0.040678296005305176,0.023162951010791213,-0.04080550197051582,-0.03062435682584117,0.021407402241563803,0.008342972334991088,-0.250951802740678,0.5881467145608575,0.523263828545009,-0.01569019069466676,0.07796235660597226,0.08083507425049512,0.0013925898975119966,0.009850020752941146,0.049136040417529836,0.0369934946882656,0.0068155697055441306,0.021910539078363288,0.012626323231690169,-0.015861665618240844,-0.017666853457107022,0.010162734597584142,-0.041769696415695313
Apparent power (kVA),0.14061521328681634,0.008032746846888638,-0.005408335412853334,0.02968589481297725,0.0003668091341243805,-0.024812805839903047,-0.013724234898354079,-0.005675637850316223,0.011430620248795612,-0.02788953287444463,0.010897877863893474,0.01878109837052589,-0.032529309015590036,0.01823241304585335,-0.00477838848546923,-0.014920530807769741,-0.006528110915007449,0.0008220334195906459,-0.003236066972378914,-0.012196607671968908,-0.01766992451660313,3.917696352874489e-05,0.0019286773620025897,0.002308375752663313,0.008333911982777125,0.005429527526654678,-0.018319407583271517,-0.01680053471778585,0.01497246989832436,-0.021159638735376796,-0.015543164620878087,0.0021988262149298075,-0.021736622177536663
Cable windings from calibration point,-0.005361902542693822,0.04171327527239312,0.07493045760471385,0.044936429029084325,0.06519901744476032,-0.007499604631032287,-0.04108165301538013,-0.0885499915840322,-0.034401415870741095,-0.06263557581793311,-0.018687524596021833,-0.004790342901879619,0.026347083733544937,0.060171422339824594,-0.043038229979667816,-0.010532747922126657,0.20543275350132123,-0.061276605958614484,0.14850108889566893,0.0790466843970762,-0.3172065445692086,0.1349942404293136,0.06077913917126781,-0.028450773005113283,0.051297299374999175,-0.023769487336828085,0.6499484818070862,0.3465049306765409,0.18075296661684803,-0.10109763746334058,-0.28161558375372286,-0.2675471426964538,-0.015504358855095983
Metal particle count,1.88268181987334e-05,0.00015322378370853212,0.0021368018929579288,0.002134070053929954,-0.00018683771824304178,0.00022456693178001487,-0.0037170359671577628,-0.0033534828895306072,0.005907032600101183,0.007720341745278144,-0.0009247198919774207,0.014731945908383422,-0.02529413232937255,-0.008525097383632458,0.008791381246828513,-0.002496505263085389,0.010456076551042998,-0.048652041887359894,0.07425042530967607,0.059723444546477156,-0.05706549163299674,-0.13777868719317796,-0.4393609336734951,0.871358501262754,-0.0739314393504916,0.027865826445218532,0.02215608626566677,0.05390373180209389,0.04290581786830501,0.01988825110622026,0.0005543492127800115,0.0021548029751139687,-0.004145439311462267
Drive train acceleration (mm/ss),0.11838384528415646,0.03397140931021759,-0.005654400819432804,-0.01386077266936862,-0.024828162085191906,0.0620562927393663,-0.00656949737885603,-0.03496502574302432,0.03078834228636735,-0.026612943314025476,0.10973368163472245,-0.021397059486348652,-0.10141151165574182,0.09181336374268989,-0.1399762274682037,0.14447055931426236,-0.030514626469891205,0.02764493413111855,-0.03867273247064981,-0.001582207317108131,0.0013258888849937561,0.10066258972903432,-0.013396752049425274,0.015604474271629218,-0.03468318232442157,-0.05606216929909029,0.009139158779570476,0.06447158030870681,-0.10400859223591451,0.035182192203836865,0.016212043952897777,-0.010600878836635016,0.006257769062883556
Tower Acceleration X (mm/ss),0.03646995140161359,0.07055811240514327,-0.030717516665196086,-0.06313759500584586,-0.04774200352630622,0.1603261855953848,-0.004231116720745038,0.015405735233149469,-0.07447096512126371,-0.12797130416595387,0.20674104667283225,-0.2057638579398105,-0.017425678689666997,0.042186129325287376,-0.1381383753382658,0.13365575743510652,0.06376374310231758,0.042672895043177304,0.007861920900509868,0.21122864211934755,-0.00906478763508196,0.10569149357729374,-0.004466606202448755,0.012606298377535052,0.007638917970097421,0.023245691130267473,-0.03688015843874053,0.1339682181358355,-0.35050089904094506,0.008463570721054053,0.005409359275673128,0.0694930578339936,-0.08246210013940489
Tower Acceleration y (mm/ss),0.09458509130672604,0.05372264095369336,-0.018462200415247453,-0.03344962937102999,-0.023557350823029063,0.11472582370725937,-0.014273196485952978,-0.0011208190611052174,-0.04239489856465597,-0.0949356355004872,0.15517791402827757,-0.13210372118991376,-0.023425942547991917,0.029078949316791843,-0.08886640146393976,0.05809949914133209,0.06299223848606177,0.02328071120273447,0.016745959871183665,0.17980008860515298,-0.02777981518787465,0.040792148618866396,-0.005220347852945507,0.001320337253976885,0.033204489017408946,0.04712490562181623,-0.04043422399240347,0.14617736216784066,-0.265937289463868,-0.008751374984532219,-0.03132142901360482,0.09542370208552538,-0.03639133323908978
Yaw error (°),0.0010230418473609266,0.005888201617475948,0.017648123279054607,-0.019131660063705546,0.003102087591601854,0.03078115092793393,-0.0035661532782157385,0.033802048269593335,0.00018859926675577176,-0.11181260658713836,0.0418533321418884,-0.08335434613806009,0.0702277726398024,0.5059456936047254,0.42360252528752146,0.038941977851421075,-0.10834886457721393,-0.08123983119839676,0.05615286597955875,-0.023211984640369394,-0.002947051499654357,0.025437705729070767,0.0030172832587889945,0.007588964507436706,0.03610871286132464,-0.017609183264835186,-0.013621377974474812,-0.021180424174478425,0.028947295210084857,-0.002154757305685222,0.0120056120370816,0.007999936160551906,-0.017926691563564735
